,Date_,Close_GOOGL,High_GOOGL,Low_GOOGL,Open_GOOGL,Volume_GOOGL
0,2022-01-03,144.30160522460938,145.15701265332763,143.02918515577247,144.36479494039722,28646000
1,2022-01-04,143.71241760253906,145.78798930459803,143.03266881925126,144.70416653668696,28400000
2,2022-01-05,137.1194305419922,143.81193646128006,137.03285410456272,143.7328164404052,54618000
3,2022-01-06,137.09205627441406,139.27412860315894,135.90871848698256,136.34662727318383,37348000
4,2022-01-07,136.3650360107422,137.78972784408742,135.1204826896513,137.48816060615565,29760000
5,2022-01-10,138.00967407226562,138.15896945033379,132.53087842354833,134.43527149606194,44408000
6,2022-01-11,139.07110595703125,139.54883297337483,136.0420998146872,137.35034411747029,28730000
7,2022-01-12,140.75753784179688,141.9294404967946,140.02504742905134,140.4783702161075,26108000
8,2022-01-13,137.92758178710938,142.1702980929826,137.75041975538085,140.86651857043935,31436000
9,2022-01-14,138.81683349609375,140.07233622287117,136.34664851003265,136.42675564025197,29662000
10,2022-01-18,135.35089111328125,136.47899680734477,134.79405929684148,135.52705085012096,34872000
11,2022-01-19,134.4735870361328,137.30306172956688,134.37306968151069,135.87388991456638,28648000
12,2022-01-20,132.67318725585938,136.97115074107518,132.3318170208066,135.60169102059876,29908000
13,2022-01-21,129.73126220703125,134.22377601264574,129.46752373899022,131.96259868346377,55652000
14,2022-01-24,130.18161010742188,130.5787136535352,123.90760490884027,125.37856914011597,76622000
15,2022-01-25,126.33102416992188,128.7833046294374,125.89859753096928,128.12744363968903,46960000
16,2022-01-26,128.6180877685547,132.3671620019992,126.53703372214112,130.49511541961544,49130000
17,2022-01-27,128.39117431640625,132.02131030726912,128.31900956615908,130.6792312241268,31950000
18,2022-01-28,132.71649169921875,132.72197391207828,127.87364760924652,129.04205751284695,34362000
19,2022-01-31,134.65969848632812,134.82840181492318,131.58042613665086,133.5236351765011,39986000
20,2022-02-01,136.9890594482422,137.13735254168026,133.72914748544642,136.93979546512767,68644000
21,2022-02-02,147.29579162597656,150.82541035596324,144.83008666091592,150.5303275907362,123200000
22,2022-02-03,142.40916442871094,148.96283923393528,141.98668471446516,145.0122286925093,71518000
23,2022-02-04,142.61117553710938,144.18564871656986,139.84639407354533,142.76195915753863,57998000
24,2022-02-07,138.53866577148438,143.56363789927013,138.23908788884378,143.56363789927013,54974000
25,2022-02-08,138.7357177734375,139.33385604729077,136.36207147851567,138.36499262195844,54284000
26,2022-02-09,140.91827392578125,141.8463472422032,139.51996039462585,140.2927701568597,40144000
27,2022-02-10,137.96041870117188,140.81129088948327,137.30057895120314,139.03877453098843,39330000
28,2022-02-11,133.64356994628906,138.4943718586001,132.7652616913773,137.94053165428735,39958000
29,2022-02-14,134.88113403320312,135.65145321102975,132.62243215848918,132.62243215848918,34302000
30,2022-02-15,135.95851135253906,137.45137423583503,135.17525340849045,136.91592448402298,26680000
31,2022-02-16,137.08262634277344,137.42896248282813,134.28200525127366,135.99631295565902,25022000
32,2022-02-17,131.90834045410156,136.4610670268482,131.84812723815682,135.59471046784896,38950000
33,2022-02-18,129.7825164794922,133.43207557532537,129.5770018418038,132.83193274174764,45620000
34,2022-02-22,129.19581604003906,131.55154234178266,127.61337018854968,129.22018986412897,44990000
35,2022-02-23,126.98091125488281,131.42267296291416,126.92069803114178,131.02209177354695,32786000
36,2022-02-24,132.05963134765625,132.36716679103367,124.35895204602602,124.35895204602602,54456000
37,2022-02-25,133.81973266601562,134.62786557319473,131.12460980022797,132.91654941840557,36406000
38,2022-02-28,134.4143829345703,135.10556696702054,131.96160142081268,132.4169288111751,38864000
39,2022-03-01,133.42359924316406,135.6071599580106,132.58462329799266,134.23671311624648,26496000
40,2022-03-02,133.93118286132812,134.61888922639284,132.43832018027874,133.9874173025302,23520000
41,2022-03-03,133.2623748779297,135.79028217623375,132.3925254709241,135.362821481941,24604000
42,2022-03-04,131.27886962890625,133.21462241050293,129.7173348474673,132.2950229056108,30430000
43,2022-03-07,125.77716827392578,131.10817972412593,125.6940618778204,130.86236095139722,45112000
44,2022-03-08,126.49971008300781,130.62548511117242,125.07651401769192,125.64927615455635,40428000
45,2022-03-09,132.78515625,133.09916098406526,129.28240208203147,130.62548341324316,37026000
46,2022-03-10,131.79937744140625,132.6378674373792,130.28959734180035,130.64141568020557,27102000
47,2022-03-11,129.25254821777344,133.15887530088736,129.01468700810108,132.85332926637238,31526000
48,2022-03-14,125.35169982910156,129.78848807824545,124.67892145628271,129.63024802938145,38812000
49,2022-03-15,128.58323669433594,129.23662223260322,125.12228273153698,126.37180948996587,30920000
50,2022-03-16,132.64633178710938,132.69857226432342,128.12195717811286,130.1109526032966,35576000
51,2022-03-17,133.20216369628906,133.44251542685555,131.55602693390728,132.51544446609907,28264000
52,2022-03-18,135.477783203125,135.59571910651152,131.62917901519822,132.78963125023313,44566000
53,2022-03-21,135.45391845703125,136.39790698932094,133.45447478433732,135.5156199323404,26832000
54,2022-03-22,139.20248413085938,140.37886680791058,135.45391090476724,135.45391090476724,35496000
55,2022-03-23,137.6175537109375,138.9243097056279,137.17915893523153,138.0425238994977,25154000
56,2022-03-24,140.89837646484375,140.94514991308523,137.09505730306245,138.53765371288432,26396000
57,2022-03-25,140.99888610839844,141.35916312962928,139.07259464161262,141.24072608323831,24126000
58,2022-03-28,140.78244018554688,141.32683456688196,139.1462501767931,140.23007305677257,35050000
59,2022-03-29,141.82742309570312,143.10930412787826,141.36264991460445,141.96876091620584,34318000
60,2022-03-30,141.26312255859375,142.04139926782997,140.9262322677062,141.78214074610113,19884000
61,2022-03-31,138.4058074951172,141.43183732694075,138.36301282244463,141.3770911257397,37524000
62,2022-04-01,139.483642578125,139.80261322253037,137.64940951093706,138.83624029562424,25942000
63,2022-04-04,142.2912139892578,143.02819955507672,139.6428799730055,139.69065571151913,25942000
64,2022-04-05,139.92205810546875,142.31013145949348,139.71455405588372,142.1892190441835,21418000
65,2022-04-06,135.8982696533203,138.6973869731092,134.8721696149984,138.0897877762518,32468000
66,2022-04-07,135.24192810058594,136.5118576914848,133.58882067273166,135.3628405109315,26234000
67,2022-04-08,132.65328979492188,135.0244453490223,132.33281575795365,134.93835487299648,25142000
68,2022-04-11,128.2105255126953,131.46396795737343,128.0562642583226,131.19625072432203,36884000
69,2022-04-12,127.1068115234375,130.97382925450697,126.1857162540227,130.97382925450697,32710000
70,2022-04-13,129.2759246826172,129.7138334675101,127.13316938924753,127.39093966649723,27928000
71,2022-04-14,126.12699127197266,129.8586543117061,125.99859967897054,129.8586543117061,31598000
72,2022-04-18,127.0689926147461,127.60243774339565,125.58160448146151,126.39571309247896,20808000
73,2022-04-19,129.39041137695312,129.71285968020723,126.3952245781442,127.08393333342498,26490000
74,2022-04-20,127.43075561523438,130.77378162705162,126.89333171577131,130.2691902594668,31696000
75,2022-04-21,124.22061157226562,129.47946605426276,123.93397991770688,128.63500784795013,36446000
76,2022-04-22,119.06624603271484,124.8053101263878,118.35913172906152,124.40522250559663,56884000
77,2022-04-25,122.48838806152344,122.69091861575488,117.94710375134851,118.53429277469893,46128000
78,2022-04-26,118.08544158935547,121.92707556109316,117.94710303931359,121.71260107377317,73054000
79,2022-04-27,113.75066375732422,116.68413343389656,112.20007840202844,113.92482651279367,91820000
80,2022-04-28,117.95854949951172,119.08018595435958,113.57201989604017,115.86107915420212,48884000
81,2022-04-29,113.56654357910156,117.35891362880432,113.27294906445184,116.17905335741958,42676000
82,2022-05-02,116.02827453613281,116.18999980943521,112.06422476007553,112.86539470993021,35534000
83,2022-05-03,116.77571105957031,117.87844076984781,115.4823947149801,115.87650661407837,24968000
84,2022-05-04,121.67925262451172,122.2699268388617,114.56824610086612,116.4746360987147,49916000
85,2022-05-05,115.95114135742188,120.46307061064945,114.45827869555946,119.63204464005044,45840000
86,2022-05-06,115.19574737548828,117.01206812575884,113.47298870444129,114.63642503497805,39710000
87,2022-05-09,111.97565460205078,114.52944700923064,111.4675855939926,112.71113673169168,40802000
88,2022-05-10,113.85067749023438,115.6968542910652,112.36328947356759,114.95788698251471,39900000
89,2022-05-11,113.06195831298828,115.81081721712015,112.6977024843236,112.6977024843236,37534000
90,2022-05-12,112.30706787109375,113.7511601444871,109.30193451554294,110.84754643399383,53836000
91,2022-05-13,115.4983139038086,117.31413370158947,113.06445432012579,113.98803256594428,35038000
92,2022-05-16,113.90045166015625,115.61724230928375,113.34759858622417,114.40852067379373,25990000
93,2022-05-17,115.9188003540039,116.34377055599607,114.32343087143941,116.28455202745589,23054000
94,2022-05-18,111.36705017089844,114.85089737650672,111.02468525353758,114.45279916514005,35126000
95,2022-05-19,109.85877227783203,112.4722766682842,109.47659675819857,110.90128865895407,34144000
96,2022-05-20,108.3897933959961,111.64971302278167,105.29310247883514,111.41831352862852,48962000
97,2022-05-23,110.95751953125,111.61388163619868,108.22358859840143,109.06606499448633,37184000
98,2022-05-24,105.46577453613281,105.951952644931,101.39971155887439,105.26871860398441,76780000
99,2022-05-25,105.30155944824219,105.99325219877339,103.36232921245352,104.48595502313039,40258000
100,2022-05-26,107.27960205078125,108.1325189038604,104.7243139415563,105.17416668495665,37948000
101,2022-05-27,111.78207397460938,111.7835698138087,108.61919412203534,108.96206020855854,37914000
102,2022-05-31,113.22069549560547,115.18430708649075,111.54520378568205,112.21002456042172,50012000
103,2022-06-01,113.3500747680664,116.54430641015415,112.71113124806907,114.30849764115457,36606000
104,2022-06-02,117.06282806396484,117.33851047218953,112.40908243525307,113.45756701556255,37992000
105,2022-06-03,113.99598693847656,115.76801720266153,112.97835314878134,115.51024691373239,26136000
106,2022-06-06,116.26465606689453,118.77913155288562,115.61127801779323,116.14920308967707,33542000
107,2022-06-07,116.59207153320312,117.13099882916678,114.50455590836914,114.93101432601036,31590000
108,2022-06-08,116.6363754272461,118.00632883158585,116.04519999754733,116.20593058690812,26108000
109,2022-06-09,114.28909301757812,117.73611398435301,114.22987449001698,115.77399057256335,25798000
110,2022-06-10,110.632568359375,112.73999313613125,109.84085182107376,111.90996185455049,41452000
111,2022-06-13,105.88626861572266,108.27384824703032,105.61407143207575,106.27839110394777,47252000
112,2022-06-14,106.20772552490234,107.41097248913957,105.29658482140374,106.02808814729501,33706000
113,2022-06-15,109.24222564697266,110.89332844630779,107.15719279182463,108.0285229467679,39698000
114,2022-06-16,105.52897644042969,108.13153172918454,104.6377371893725,106.71082612689229,51684000
115,2022-06-17,106.6336898803711,108.18228586085846,104.54616658355276,105.528970887289,51376000
116,2022-06-21,111.01325988769531,111.9542643123408,108.08326752622625,108.41119802749382,47416000
117,2022-06-22,110.95702362060547,112.8071716946308,109.85727808662209,110.03045374439513,30774000
118,2022-06-23,111.70792388916016,112.20604591984649,109.97471708378085,111.69747579437303,28362000
119,2022-06-24,117.41365051269531,117.51715954815482,112.41504945457397,112.45735057227827,41164000
120,2022-06-27,115.28234100341797,118.01526949121953,114.6314459624472,117.71023220229814,36420000
121,2022-06-28,111.47454833984375,116.75132243650623,111.31580714736661,115.25148924100075,35792000
122,2022-06-29,111.17000579833984,112.62206327148687,110.34494794788081,111.02121914854789,24716000
123,2022-06-30,108.44452667236328,110.36037012107478,106.24205918177555,109.47659494140807,43170000
124,2022-07-01,108.22010803222656,108.73016641639377,106.22265397774427,107.41943163222562,35476000
125,2022-07-05,112.72406768798828,112.8375236690026,105.22840262829631,106.59089187479918,39342000
126,2022-07-06,114.02684020996094,115.0395005469071,110.94557098037903,112.76288648601033,37432000
127,2022-07-07,118.21780395507812,118.62237150865167,114.28710302372731,114.53242824450783,40936000
128,2022-07-08,118.78558349609375,119.11550333341472,116.34524732585783,116.69209216472974,38238000
129,2022-07-11,115.12609100341797,117.4365476052986,114.78173665895066,117.4365476052986,31196000
130,2022-07-12,113.47797393798828,116.41741959811824,113.14904875296558,115.66202835855137,29960000
131,2022-07-13,110.82365417480469,113.65262767517154,110.67237700140517,111.16949673952026,43722000
132,2022-07-14,109.84235382080078,110.56440377859388,107.85734476528513,109.68610316058955,37004000
133,2022-07-15,111.24564361572266,112.60216483443524,110.37232404487976,111.46758971888954,46770000
134,2022-07-18,108.5112075805664,113.13908327050366,107.85435196917416,112.10403093176883,43164600
135,2022-07-19,113.26846313476562,113.4774629947795,109.03868562268973,110.32254841399676,36530900
136,2022-07-20,113.35804748535156,114.85091025049731,111.94480589002251,112.63151759868653,35600400
137,2022-07-21,113.79594421386719,114.00495167460863,110.58131743938425,113.73623213542243,32676200
138,2022-07-22,107.38658905029297,111.80545736836784,105.9932490465555,110.47183703443812,48901200
139,2022-07-25,106.99844360351562,109.34721476148648,105.79420198666402,107.89416270496079,34690900
140,2022-07-26,104.5202865600586,106.68991390610014,103.57480992289085,106.09277036719988,47991000
141,2022-07-27,112.52204132080078,113.36800296920033,107.49607452568807,108.7401268402842,59858500
142,2022-07-28,113.67652893066406,113.79595309687595,110.92965921139611,111.8353329683321,32816600
143,2022-07-29,115.76652526855469,116.15466896108313,112.52203489140882,112.54194397943671,37223400
144,2022-08-01,114.31346893310547,116.16461921046162,113.79593896680589,114.75137773642173,26034300
145,2022-08-02,114.58218383789062,115.79638002904798,113.17889687110984,113.4575633556852,20236000
146,2022-08-03,117.51815795898438,118.05558946224379,114.93053070088145,115.1594320713057,28499000
147,2022-08-04,117.62763977050781,118.21482883274447,116.33382229429161,116.92101894962119,21602900
148,2022-08-05,116.91104888916016,117.54800299790868,115.44804231050304,115.67695125259638,19159500
149,2022-08-08,116.74187469482422,119.57831251315469,116.32386733757586,117.82668469128856,19138300
150,2022-08-09,116.0750503540039,116.7617696373508,115.15942970493639,116.58262580661216,19086500
151,2022-08-10,119.13043975830078,120.34463596242325,117.84658452538288,118.21481912974991,30930400
152,2022-08-11,118.27452850341797,120.91192071702521,117.99586202223843,120.70292085614055,24293700
153,2022-08-12,121.10102081298828,121.10102081298828,118.89158283337814,119.6877792993413,19096300
154,2022-08-15,121.4991226196289,121.71807703386351,120.03611593641816,120.55363833935155,19494800
155,2022-08-16,121.12092590332031,121.84745576956125,120.06597200873036,120.94178207281517,19041200
156,2022-08-17,118.98116302490234,120.71288167155528,118.81196614417375,119.54845056051758,22847000
157,2022-08-18,119.59820556640625,120.2451142565541,118.15510799023149,118.86172875873096,17987700
158,2022-08-19,116.65228271484375,118.58305410832624,116.2044269718424,118.49347840387087,21809500
159,2022-08-22,113.69641876220703,115.07980422824266,113.30827507565557,114.65184995934078,21456600
160,2022-08-23,113.3182373046875,114.46276694733402,112.89028300676202,112.94004813634814,15870400
161,2022-08-24,113.14903259277344,114.23384241345713,112.33293469319297,112.95993423782826,17734600
162,2022-08-25,116.09495544433594,116.1646220653855,113.56704040567818,113.69641910388675,16956800
163,2022-08-26,109.81497955322266,114.57224186477183,109.66569935363755,114.17414361532893,37245700
164,2022-08-29,108.89936065673828,110.42207946188543,108.2823155735555,109.46664820361845,21191200
165,2022-08-30,108.42164611816406,109.97422092496217,107.28707105272045,109.64578930257257,27513300
166,2022-08-31,107.70506286621094,110.32254592222807,107.61548716074697,110.12350061045113,28627000
167,2022-09-01,109.21783447265625,109.92445524897461,106.84916169035981,107.76478233631381,28360900
168,2022-09-02,107.33683013916016,110.21307842824478,106.74964110254567,110.06379063471975,24160700
169,2022-09-06,106.30177307128906,107.51596926896929,105.27667524334035,106.78944701500801,25068300
170,2022-09-07,108.92920684814453,109.45669135552637,106.39134493339468,106.55057966549539,23167000
171,2022-09-08,107.86430358886719,109.078499800194,106.65011497063273,107.5259250214311,24238300
172,2022-09-09,110.12350463867188,110.46188319968864,108.5012556752909,108.55102080160147,23197700
173,2022-09-12,110.33250427246094,111.08889015087576,109.40692911388913,110.46188297027061,22966800
174,2022-09-13,103.82362365722656,107.7846893387219,103.59471470362199,107.2870684416698,38172900
175,2022-09-14,104.5003890991211,104.77905558849064,103.16676873054044,104.07243482099148,26395100
176,2022-09-15,102.42033386230469,104.76909744622156,101.86299330961457,103.53499978150074,34188300
177,2022-09-16,102.31085968017578,102.639283702151,100.45970933191258,101.58432982803475,42797200
178,2022-09-19,102.57957458496094,102.83833958549137,101.06681035212908,101.26585567986477,23036800
179,2022-09-20,100.65875244140625,101.882903164709,100.04169980785068,101.59428213900198,26517100
180,2022-09-21,98.80760955810547,102.39047869604212,98.79765501354908,101.18623696987109,31487300
181,2022-09-22,99.66351318359375,100.75827764430566,98.31993827303401,98.34979431212098,34298600
182,2022-09-23,98.27017211914062,99.18580033576465,97.00621838807963,99.15593670389735,31625400
183,2022-09-26,97.70288848876953,99.40475110446,97.33465387177638,97.63322186449305,27072700
184,2022-09-27,97.03607940673828,99.52418400691106,96.40907978100809,98.95689646179537,30072800
185,2022-09-28,99.5739517211914,100.22085285955642,96.64793820563632,97.18536972439702,32466300
186,2022-09-29,96.95645904541016,98.17065531531073,95.50340685796787,98.17065531531073,31047200
187,2022-09-30,95.19487762451172,98.4294134043774,95.10530191604596,96.58821763291844,32941500
188,2022-10-03,98.170654296875,98.8175630102199,96.06073886671564,96.29960237487207,27982000
189,2022-10-04,101.1563720703125,101.35541738545221,99.90236532427448,99.96208499329005,28850800
190,2022-10-05,100.94738006591797,101.4450009855778,98.3298967620206,99.35499464162503,22176900
191,2022-10-06,100.93741607666016,102.44023323947894,100.11136360497702,100.2009393105423,22324000
192,2022-10-07,98.21046447753906,100.0516603517211,97.83227531415282,99.37489560091394,27502800
193,2022-10-10,97.39436340332031,98.62846111239529,96.54840938978579,98.52893845076046,18225100
194,2022-10-11,96.71759796142578,98.77774817376962,95.85173486608706,96.96640841022621,26507100
195,2022-10-12,97.09579467773438,98.28013493612141,96.27969664578599,96.83703725784085,21876400
196,2022-10-13,98.5886459350586,99.30522121438588,93.93091421252319,94.69725461689511,34574500
197,2022-10-14,96.10054779052734,100.21090137017602,95.91145700787062,99.51422753973247,25410700
198,2022-10-17,99.49432373046875,100.44975494508492,98.35974868854377,98.38960472757987,28419200
199,2022-10-18,100.29051208496094,102.977669480451,99.49432320685048,102.63928332260754,24060700
200,2022-10-19,99.15593719482422,100.53932268092686,98.44931643231148,99.53413393609323,23811100
201,2022-10-20,99.49432373046875,101.83314043643365,98.91708166546346,99.52417976950483,25323200
202,2022-10-21,100.6488037109375,100.82794754437543,97.25503301309253,97.38441171770614,32458700
203,2022-10-24,102.03219604492188,102.26110502242939,99.50428830585139,101.31562825653955,27176400
204,2022-10-25,103.98286437988281,104.3212429399577,102.23123672329918,102.41038054718946,40611400
205,2022-10-26,94.47830963134766,97.8422243688905,94.23945371213154,95.97117241436078,88114100
206,2022-10-27,91.78119659423828,94.97592174214003,91.36319687614095,94.0702480931704,60710900
207,2022-10-28,95.83183288574219,96.09059787724979,91.6916233939895,91.8309566371646,43697300
208,2022-10-31,94.060302734375,95.57306689870097,93.53282580597906,94.9659688055794,31675000
209,2022-11-01,90.03952026367188,95.57306183643806,89.9399976095824,94.9958198123906,47161400
210,2022-11-02,86.55618286132812,90.74615003951523,86.46660714853941,90.50729412723294,57038300
211,2022-11-03,83.03302001953125,86.10831340135847,82.94344431306968,85.90926808736477,61288000
212,2022-11-04,86.16803741455078,86.22774949314112,83.3116906968652,84.99365177935555,51124900
213,2022-11-07,88.06895446777344,88.47700729545595,86.43675834322974,86.86471266814627,34078900
214,2022-11-08,88.47699737548828,89.89023890654045,87.17322545658932,88.47699737548828,30429000
215,2022-11-09,86.90451049804688,89.01442577049444,86.8646999163299,88.02913095745633,31769100
216,2022-11-10,93.4930191040039,93.94087488626228,91.1741038384967,91.81105799655386,51620100
217,2022-11-11,95.9512710571289,96.46879348169523,93.47311336671255,94.2394538485674,33090500
218,2022-11-14,95.24463653564453,96.32945403822642,94.0603039654914,94.6375384345769,30179500
219,2022-11-15,97.97160339355469,99.66351138474529,96.2498317707238,97.79245956917397,41640800
220,2022-11-16,98.37964630126953,99.16588820159294,97.1754046847515,97.43416966800666,29105200
221,2022-11-17,97.89198303222656,98.80760365631383,96.32945372628268,96.50859755213386,26052600
222,2022-11-18,96.96640014648438,98.42940667564423,95.91144636326615,98.30002039371558,28342300
223,2022-11-21,95.14511108398438,97.93179105937274,94.90625518678002,96.82707209430102,21647400
224,2022-11-22,96.58821105957031,96.75740032804538,93.60248592750435,95.49343910333945,23438500
225,2022-11-23,97.99150848388672,98.2900840665078,96.62802445978609,96.62802445978609,18868100
226,2022-11-25,96.99626922607422,98.17065490597226,96.93655714521095,97.77255664966751,9701400
227,2022-11-28,95.59297943115234,97.11569819421372,95.1550706024734,96.5782667025875,26237500
228,2022-11-29,94.73707580566406,95.6626510462463,93.66221276632477,95.2745073253337,20061700
229,2022-11-30,100.50946807861328,100.55923320625755,93.97072970281681,94.36882794469375,43647500
230,2022-12-01,100.50946807861328,101.7634748829433,99.772991266651,100.53932411796288,28687100
231,2022-12-02,99.96208953857422,100.29051356417902,98.429416244413,98.57870403410195,21480700
232,2022-12-05,99.00665283203125,100.89760608639799,98.5289334501006,98.92703166952748,24405100
233,2022-12-06,96.5185546875,99.30522721733549,95.96121410705892,98.82751539763453,24910700
234,2022-12-07,94.4882583618164,96.41902227907117,94.26930395221923,95.95126501404084,31045400
235,2022-12-08,93.26409912109375,95.12520384009744,93.00533415212564,94.92615094354828,32213300
236,2022-12-09,92.38829803466797,93.81149411113351,92.30867686839619,93.32382016253814,28225400
237,2022-12-12,92.86600494384766,93.11481538049334,91.17409701189375,92.2688614145164,29420000
238,2022-12-13,95.17497253417969,99.05641715165841,94.57782896066584,97.2948424708287,40593700
239,2022-12-14,94.61764526367188,96.4090836855868,93.15463848462352,94.74702397460736,28733600
240,2022-12-15,90.42767333984375,93.19444441414178,89.58171930241409,92.68686895444695,40107000
241,2022-12-16,89.83052825927734,90.89543669655227,89.09404384987789,90.32814916628604,58011800
242,2022-12-19,88.01918029785156,90.12908788829876,87.79027136089782,89.83051992764071,29493000
243,2022-12-20,88.59642028808594,88.75566261824142,87.0239440398078,87.69075421287637,23453800
244,2022-12-21,89.15376281738281,89.7907169658723,87.89975601556621,88.65614191430713,24745600
245,2022-12-22,87.34242248535156,88.11870987437933,85.909271863705,87.74052072393032,27658300
246,2022-12-23,88.805419921875,89.1238969610393,86.65569421269733,86.6955047917293,23003000
247,2022-12-27,86.97418212890625,88.51680998867842,86.59599297044319,88.37747674118715,20097300
248,2022-12-28,85.61070251464844,87.62109534883498,85.5310889356147,86.56614139398224,19523200
249,2022-12-29,88.02913665771484,88.42723490757112,86.19789533870554,86.20784988305239,23333500
250,2022-12-30,87.81019592285156,87.87986255192544,86.15809072896663,86.56614355146583,23986300
251,2023-01-03,88.69595336914062,90.61677037760805,88.09880220510901,89.16371064442977,28131200
252,2023-01-04,87.66089630126953,90.2186673282775,86.85474530999315,89.92009176216149,34854800
253,2023-01-05,85.78984832763672,87.15333245755251,85.49128031493731,87.0538097866527,27194400
254,2023-01-06,86.9244155883789,87.27275629454014,84.45622016455464,86.3770371515828,41381500
255,2023-01-09,87.6011734008789,89.62152048330157,87.44193867309151,87.93955953620126,29003900
256,2023-01-10,87.99927520751953,88.24808564924614,85.42160267591623,85.5708904595706,30467800
257,2023-01-11,91.08451843261719,91.16413959217385,88.58646719453307,88.75565646377223,26862000
258,2023-01-12,90.6963882446289,91.43287269029972,89.32295720715761,91.0447289711645,30258100
259,2023-01-13,91.68167114257812,91.75133776013793,89.70113462763581,90.41770989001778,26329200
260,2023-01-17,90.85562896728516,91.81106022758811,89.62153120519707,91.62196184719421,32602400
261,2023-01-18,90.68643951416016,92.35844611498095,90.2087200883145,91.70158285357975,29116700
262,2023-01-19,92.60725402832031,93.16458701556465,90.19876306253057,90.28833877439054,37000400
263,2023-01-20,97.55359649658203,97.83227057478473,94.56787113938321,94.64749230458399,63191100
264,2023-01-23,99.315185546875,99.56399601043773,97.03608078946915,97.48393658664499,40005100
265,2023-01-24,97.23512268066406,99.13603819966976,96.73750177115588,97.63322092688912,33078500
266,2023-01-25,94.76692199707031,95.70245168515892,93.31386993258523,95.1152550959037,42330000
267,2023-01-26,97.05597686767578,97.10574199484742,94.92616002591807,96.04083357396856,30114000
268,2023-01-27,98.89717864990234,99.84265530593878,96.84697541487013,96.84697541487013,33879800
269,2023-01-30,96.47874450683594,97.82231944586147,95.94131301260722,97.01617600106465,27226200
270,2023-01-31,98.36969757080078,98.40950815466127,96.35931244094722,96.40907756904596,29870700
271,2023-02-01,99.95213317871094,100.70851906446003,97.11569559851715,98.24031608663826,35531100
272,2023-02-02,107.22734069824219,107.33681789479918,105.10747856990469,105.29657692633798,69883800
273,2023-02-03,104.28143310546875,107.29701450167059,102.09190421385664,102.44023732028235,65309300
274,2023-02-06,102.4103775024414,103.8634295449767,101.3952266662137,101.91275662788445,31999600
275,2023-02-07,107.1278305053711,107.6652620074092,102.62934075240821,102.72886341728358,49010200
276,2023-02-08,98.89717864990234,102.64923682856325,97.57350525697757,101.56442693043918,94743500
277,2023-02-09,94.55792999267578,99.55404072276416,93.18449138448133,99.52418468225432,119455000
278,2023-02-10,94.1200180053711,96.28964546267231,93.80154092875313,94.99582806779736,54980700
279,2023-02-13,94.15982818603516,94.74701720884225,93.39348774073657,94.28920688773186,50076100
280,2023-02-14,94.2294921875,94.39868146803326,91.82100889832186,93.98068174209502,54726100
281,2023-02-15,96.47874450683594,96.65788833824551,93.70201891653383,94.04039749081163,50169000
282,2023-02-16,95.0555419921875,97.21521477469815,94.28920158994696,94.9162087541605,42462600
283,2023-02-17,93.90106201171875,95.10530367470463,92.76648697078687,94.39868291013072,34284100
284,2023-02-21,91.3532485961914,92.65701296526197,91.28358197173173,92.55749030076139,33629300
